report_date,channel, spend ,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2021,facebook,56634,,,,apple brand search,apple non-brand search,direct streaming audio,direct-mail,facebook,google brand search,google non-brand search,google uac,growth-promo,impact radius,influencer,package-inserts,podcast,print,promo,radio,referral,snapchat,street-team,tiktok,tv,
8/8/2023,tiktok,3334,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2023,tv,22636,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2023,apple brand search,1376,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2023,facebook,4756,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2023,google brand search,1101,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2023,google non-brand search,3419,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2023,growth-promo,50,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2023,impact radius,2240,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2023,influencer,44,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2023,referral,1800,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2023,tiktok,3518,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2023,tv,23586,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2023,apple brand search,1628,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2023,facebook,4824,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2023,google brand search,1435,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2023,google non-brand search,4488,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2023,growth-promo,300,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2023,impact radius,1490,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2023,influencer,41,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2023,referral,6400,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2023,tiktok,3692,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2023,tv,23235,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2023,apple brand search,2583,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2023,facebook,4750,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2023,google brand search,1249,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2023,google non-brand search,4452,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2023,growth-promo,250,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2023,impact radius,960,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2023,influencer,42,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2023,referral,8750,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2023,tiktok,3623,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2023,tv,23040,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2023,apple brand search,1502,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2023,facebook,4955,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2023,google brand search,1141,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2023,google non-brand search,4969,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2023,growth-promo,200,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2023,impact radius,1080,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2023,influencer,37,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2023,referral,2700,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2023,tiktok,3550,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2023,tv,22594,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2023,apple brand search,1056,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2023,facebook,5229,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2023,google brand search,1328,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2023,google non-brand search,3622,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2023,growth-promo,150,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2023,impact radius,865,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2023,influencer,46,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2023,referral,800,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2023,tiktok,3629,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2023,tv,19213,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2023,apple brand search,1222,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2023,facebook,5152,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2023,google brand search,1272,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2023,google non-brand search,2203,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2023,impact radius,970,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2023,influencer,79,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2023,referral,200,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2023,tiktok,3647,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2023,tv,20729,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2023,apple brand search,1597,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2023,facebook,5461,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2023,google brand search,1682,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2023,google non-brand search,4083,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2023,growth-promo,50,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2023,impact radius,1265,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2023,influencer,39,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2023,referral,850,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2023,tiktok,3650,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2023,tv,23677,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2023,apple brand search,1904,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2023,facebook,5493,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2023,google brand search,1833,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2023,google non-brand search,4473,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2023,growth-promo,50,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2023,impact radius,1385,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2023,influencer,44,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2023,referral,5500,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2023,tiktok,3624,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2023,tv,28490,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2023,apple brand search,1471,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2023,facebook,6930,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2023,google brand search,1970,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2023,google non-brand search,4479,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2023,growth-promo,250,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2023,impact radius,1420,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2023,influencer,37,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2023,referral,5400,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2023,tiktok,3717,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2023,tv,25448,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2023,apple brand search,1518,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2023,facebook,7462,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2023,google brand search,1605,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2023,google non-brand search,3885,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2023,growth-promo,300,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2023,impact radius,1340,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2023,influencer,28,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2023,referral,7800,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2023,tiktok,3693,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2023,tv,24791,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2023,apple brand search,1233,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2023,facebook,7664,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2023,google brand search,1453,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2023,google non-brand search,4072,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2023,growth-promo,350,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2023,impact radius,1005,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2023,influencer,28,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2023,referral,2800,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2023,tiktok,3719,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2023,tv,22950,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2023,apple brand search,1198,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2023,facebook,8252,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2023,google brand search,1400,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2023,google non-brand search,4681,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2023,impact radius,1245,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2023,influencer,35,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2023,referral,800,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2023,tiktok,3761,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2023,tv,16721,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2023,apple brand search,1386,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2023,facebook,7234,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2023,google brand search,1760,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2023,google non-brand search,3759,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2023,growth-promo,50,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2023,impact radius,1845,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2023,influencer,31,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2023,tiktok,3997,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2023,tv,19335,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2023,apple brand search,1336,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2023,facebook,6769,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2023,google brand search,1751,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2023,google non-brand search,4426,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2023,growth-promo,50,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2023,impact radius,1110,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2023,influencer,30,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2023,referral,700,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2023,tiktok,4755,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2023,tv,19906,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2023,apple brand search,1531,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2023,facebook,6995,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2023,google brand search,1740,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2023,google non-brand search,4204,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2023,growth-promo,50,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2023,impact radius,1510,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2023,influencer,33,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2023,referral,2000,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2023,tiktok,4611,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2023,tv,20148,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2023,apple brand search,1854,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2023,facebook,7026,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2023,google brand search,1734,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2023,google non-brand search,4437,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2023,growth-promo,200,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2023,impact radius,1470,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2023,influencer,24,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2023,referral,4900,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2023,tiktok,4599,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2023,tv,21010,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2023,apple brand search,1699,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2023,facebook,7689,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2023,google brand search,1794,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2023,google non-brand search,4858,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2023,growth-promo,300,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2023,impact radius,135,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2023,influencer,43,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2023,referral,8900,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2023,tiktok,4606,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2023,tv,21094,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2023,apple brand search,1497,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2023,facebook,9511,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2023,google brand search,1508,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2023,google non-brand search,3952,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2023,growth-promo,100,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2023,impact radius,1740,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2023,influencer,38,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2023,referral,2300,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2023,tiktok,4509,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2023,tv,19829,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2023,apple brand search,1502,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2023,facebook,10377,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2023,google brand search,1470,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2023,google non-brand search,2783,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2023,impact radius,1175,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2023,influencer,48,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2023,referral,1900,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2023,tiktok,4725,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2023,tv,17251,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2023,apple brand search,1664,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2023,facebook,9857,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2023,google brand search,1437,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2023,google non-brand search,1958,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2023,impact radius,1420,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2023,influencer,28,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2023,referral,100,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2023,tiktok,6368,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2023,tv,18025,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2023,apple brand search,1773,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2023,facebook,9984,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2023,google brand search,2819,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2023,google non-brand search,3885,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2023,growth-promo,50,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2023,impact radius,2230,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2023,influencer,37,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2023,podcast,50,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2023,referral,2700,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2023,tiktok,7159,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2023,tv,19340,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2023,apple brand search,3663,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2023,facebook,9682,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2023,google brand search,2265,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2023,google non-brand search,5237,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2023,growth-promo,150,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2023,impact radius,1435,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2023,influencer,44,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2023,referral,4300,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2023,tiktok,6649,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2023,tv,17873,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2023,apple brand search,1682,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2023,facebook,8155,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2023,google brand search,1795,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2023,google non-brand search,6666,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2023,growth-promo,600,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2023,impact radius,1910,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2023,influencer,36,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2023,referral,6700,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2023,tiktok,7035,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2023,tv,18988,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2023,apple brand search,1665,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2023,facebook,8512,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2023,google brand search,1678,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2023,google non-brand search,6692,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2023,growth-promo,250,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2023,impact radius,5890,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2023,influencer,28,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2023,referral,8750,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2023,tiktok,7196,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2023,tv,17943,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2023,apple brand search,1468,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2023,facebook,10907,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2023,google brand search,1151,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2023,google non-brand search,7647,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2023,growth-promo,200,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2023,impact radius,1665,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2023,influencer,27,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2023,referral,3300,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2023,tiktok,7234,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2023,tv,18336,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2023,apple brand search,1351,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2023,facebook,10380,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2023,google brand search,1209,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2023,google non-brand search,7517,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2023,growth-promo,100,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2023,impact radius,1660,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2023,influencer,32,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2023,referral,500,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2023,tiktok,7018,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2023,tv,15665,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2023,apple brand search,1389,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2023,facebook,9667,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2023,google brand search,1259,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2023,google non-brand search,7371,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2023,impact radius,1650,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2023,influencer,35,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2023,tiktok,7635,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2023,tv,15757,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2023,apple brand search,1630,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2023,facebook,9328,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2023,google brand search,1659,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2023,google non-brand search,5902,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2023,impact radius,2015,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2023,influencer,45,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2023,referral,150,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2023,tiktok,7133,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2023,tv,18552,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2023,apple brand search,1663,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2023,facebook,8971,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2023,google brand search,1564,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2023,google non-brand search,4849,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2023,growth-promo,100,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2023,impact radius,2385,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2023,influencer,95,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2023,referral,1600,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2023,tiktok,8029,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2023,tv,19632,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2023,apple brand search,2088,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2023,facebook,9039,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2023,google brand search,1789,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2023,google non-brand search,4187,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2023,growth-promo,400,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2023,impact radius,2150,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2023,influencer,63,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2023,referral,6250,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2023,tiktok,8606,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2023,tv,19435,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2023,apple brand search,2661,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2023,facebook,8622,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2023,google brand search,1491,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2023,google non-brand search,3992,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2023,growth-promo,350,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2023,impact radius,1525,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2023,influencer,37,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2023,referral,7550,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2023,tiktok,7006,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2023,tv,19293,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2023,apple brand search,2397,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2023,facebook,10420,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2023,google brand search,1183,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2023,google non-brand search,3931,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2023,growth-promo,200,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2023,impact radius,1340,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2023,influencer,26,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2023,referral,2500,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2023,snapchat, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2023,tiktok,8276,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2023,tv,19329,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2023,apple brand search,2296,,,,,,,,,,,,,,,,,,,,,,,,,
